timestep,demand_el,pv,wind
175,265604.5400143,0,0.99941
176,295710.5109345,0,0.99966
177,306058.1403692,0,0.9998
178,308236.5886713,0.01781,0.99986
179,311079.6483197,0.050901,0.99987
180,313968.8615339,0.060377,0.99984
181,314162.7065099,0.050395,0.99976
182,308250.434741,0.040749,0.99963
183,303436.6178362,0.024728,0.99951
184,300302.7907238,0.0073169,0.99937
185,303062.7739539,0,0.99911
186,318958.0619884,0,0.99851
187,321094.9720813,0,0.99745
188,313041.1748629,0,0.99587
189,296398.1990637,0,0.99444
190,286082.877125,0,0.99361
191,283433.6624525,0,0.99172
192,270256.819439,0,0.98884
193,260107.6503369,0,0.98624
194,250876.9371926,0,0.98548
195,244406.2072784,0,0.98655
196,239283.1614833,0,0.98977
197,237243.1738784,0,0.99201
198,235244.7244827,0,0.99339
199,232637.0480194,0,0.99312
200,242656.9871376,0,0.9922
201,256646.1329078,0,0.98897
202,270976.8150643,0.069159,0.98065
203,280678.294579,0.1797,0.97199
204,287061.3327182,0.21466,0.96335
205,288930.55213,0.18781,0.95627
206,284172.1195041,0.1522,0.9492
207,276358.3208274,0.094903,0.94247
208,274096.7961071,0.033534,0.92632
209,277978.3109842,0,0.91662
210,291856.6881967,0,0.92451
211,296762.8122329,0,0.94718
212,289281.3192295,0,0.96859
213,273852.1822087,0,0.98113
214,266292.2281436,0,0.98932
215,267418.3751472,0,0.99379
216,258759.9662178,0,0.99579
217,246049.2742181,0,0.99628
218,235383.1851798,0,0.99629
219,228875.5324131,0,0.99633
220,222030.9586166,0,0.99583
221,217558.6780982,0,0.99524
222,211129.4863932,0,0.99513
223,200574.1659127,0,0.99542
224,203860.299792,0,0.99524
225,215638.6897642,0,0.99536
226,229595.5280384,0.072382,0.99505
227,238826.2411827,0.18447,0.99442
228,251066.166812,0.22796,0.99288
229,251735.393515,0.2106,0.99092
230,242818.5246176,0.1762,0.98967
231,236573.9471755,0.11512,0.9885
232,234847.8038175,0.044413,0.98409
233,239763.1585668,0,0.97846
234,261321.4891153,0,0.9732
235,272873.7266154,0,0.96894
236,271350.6589466,0,0.95932
237,261012.260225,0,0.95192
238,254583.06852,0,0.93421
239,258949.1958373,0,0.90943
240,248361.5678607,0,0.86199
241,237829.3241631,0,0.79485
242,228506.3038873,0,0.68538
243,224315.5601198,0,0.59208
244,222017.1125469,0,0.50701
245,224380.1751118,0,0.43518
246,234764.7273992,0,0.36519
247,263486.0913477,0,0.34052
248,292812.0670072,0,0.38449
249,305042.7619234,0,0.50811
250,308878.1232348,0.074326,0.64962
251,312902.7141657,0.17006,0.76382
252,317988.8371083,0.18191,0.87351
253,318602.6795323,0.13116,0.89541
254,316262.6937503,0.12365,0.91036
255,311587.3375427,0.092392,0.92456
256,308730.4318245,0.042049,0.93285
257,308531.9714919,0,0.94852
258,320642.6671372,0,0.96455
259,325461.0993986,0,0.98073
260,321842.659846,0,0.98954
261,308573.5097011,0,0.99261
262,296605.8901095,0,0.99400
263,290615.1572788,0,0.99409
264,272550.6516554,0,0.99296
265,257873.8177559,0,0.98899
266,248186.184311,0,0.97863
267,242481.6035878,0,0.9611
268,239790.8507062,0,0.93708
269,241392.3794368,0,0.9057
270,250480.0165274,0,0.8716
271,280784.4477801,0,0.84736
272,312016.5657039,0,0.85063
273,321759.5834277,0,0.87132
274,321787.2755671,0.076031,0.89753
275,323236.4975308,0.19581,0.92378
276,324118.0306361,0.25131,0.94872
277,325207.2547871,0.24616,0.95400
278,322848.8075787,0.20346,0.95478
279,318833.447361,0.13178,0.95506
280,316918.0743835,0.051561,0.95434
281,318118.0670923,0,0.95222
282,332462.5953185,0,0.94683
283,337521.0261216,0,0.93765
284,333039.51489,0,0.9268
285,318118.0670923,0,0.92163
286,306118.1400047,0,0.9228
287,297215.117177,0,0.93281
288,279658.3007765,0,0.94648
289,266347.6124224,0,0.9555
290,257592.281005,0,0.96096
291,250849.2450531,0,0.96759
292,246833.8848354,0,0.97131
293,249510.7916472,0,0.97032
294,258616.8901641,0,0.96457
295,286955.1795171,0,0.95566
296,318348.8349209,0,0.94793
297,328581.0804413,0,0.94044
298,328179.5444196,0.078986,0.92875
299,330750.2980303,0.17921,0.92272
300,332693.3631471,0.1955,0.91626
301,331045.6808509,0.14795,0.89946
302,330224.147381,0.13245,0.8804
303,326628.7846113,0.094354,0.84715
304,324856.4876876,0.04193,0.84519
305,324708.7962773,0,0.83288
306,337534.8721913,0,0.81552
307,341499.4634868,0,0.78685
308,335721.0370585,0,0.74896
309,318127.2978054,0,0.71534
310,304170.4595312,0,0.67863
311,296481.275482,0,0.6399
312,279436.7636611,0,0.58711
313,259318.424363,0,0.5171
314,249496.9455775,0,0.44995
315,242283.1432552,0,0.39156
316,239707.774288,0,0.34776
317,240473.9234789,0,0.30079
318,250064.6344359,0,0.23124
319,276575.2425863,0,0.18207
320,306358.1385464,0,0.14744
321,315971.9262862,0,0.11773
322,316581.1533537,0.081722,0.086684
323,319114.9841119,0.19784,0.056593
324,322318.0415729,0.24148,0.066865
325,322142.6580232,0.22345,0.079421
326,319701.1343965,0.18917,0.059228
327,314905.7789181,0.12726,0.042115
328,311633.4911084,0.053661,0.032621
329,310336.5759116,0,0.024503
330,323504.188212,0,0.022502
331,327750.3162584,0,0.026714
332,322054.9662483,0,0.036999
333,306108.9092915,0,0.055015
334,291819.7653441,0,0.065307
335,284329.0416275,0,0.065417
336,266652.2259562,0,0.055026
337,252330.7745128,0,0.036812
338,242786.2171216,0,0.031955
339,237446.2495676,0,0.031005
340,235083.1870027,0,0.029617
341,237400.0960019,0,0.03406
342,246903.1151839,0,0.040213
343,272186.0384862,0,0.050632
344,302919.6979002,0,0.063647
345,313770.4012013,0,0.073919
346,315145.7774598,0.084359,0.072285
347,319096.5226856,0.20794,0.079528
348,322156.5040929,0.26362,0.10883
349,320033.4400697,0.25794,0.17342
350,315441.1602804,0.21806,0.22862
351,308356.5879422,0.14692,0.24602
352,304848.9169473,0.063073,0.27271
353,303962.7684855,0.00027026,0.29775
354,315459.6217067,0,0.31014
355,318639.6023849,0,0.30274
356,311421.1847061,0,0.28642
357,294741.2860543,0,0.28736
358,281707.5190945,0,0.28863
359,277558.3135362,0,0.28624
360,262807.6339316,0,0.28227
361,248915.4106494,0,0.28659
362,238309.3212466,0,0.28964
363,231524.7470855,0,0.2783
364,227154.0044117,0,0.26594
365,225178.6317988,0,0.25472
366,221320.1937045,0,0.23885
367,219044.8229144,0,0.21481
368,232909.3540572,0,0.20041
369,248555.4128368,0,0.16956
370,262687.6346607,0.091501,0.13897
371,270819.8929408,0.2314,0.1646
372,276658.3190046,0.31736,0.24502
373,275167.5588318,0.34265,0.27324
374,267962.9872227,0.2898,0.32255
375,262553.7893201,0.19659,0.41404
376,262036.869384,0.08639,0.51915
377,265189.1579228,0.002534,0.61358
378,281749.0573037,0,0.64783
379,290061.3144901,0,0.65273
380,283539.8156537,0,0.64911
381,266896.8398545,0,0.64836
382,260223.0342512,0,0.6751
383,261298.4123325,0,0.68763
384,250840.01434,0,0.7081
385,239693.9282182,0,0.72421
386,228377.0739033,0,0.72728
387,219395.5900139,0,0.76893
388,215712.5354693,0,0.7869
389,212458.709086,0,0.79311
390,204811.0632459,0,0.79782
391,195340.3515598,0,0.80225
392,197080.3409875,0,0.81419
393,208798.7313242,0,0.82665
394,224670.9425759,0.051356,0.83881
395,236167.7957971,0.10563,0.86092
396,248144.6461018,0.10694,0.8905
397,247941.5704127,0.06994,0.91655
398,239375.4686148,0.054844,0.93673
399,232443.2030434,0.032835,0.95126
400,229406.2984189,0.011109,0.9588
401,231090.9035677,0,0.96529
402,250276.9408382,0,0.9725
403,263241.4774494,0,0.97973
404,261381.4887508,0,0.98557
405,251615.3942441,0,0.98951
406,246284.6574033,0,0.99288
407,249127.7170517,0,0.99484
408,235489.338381,0,0.99521
409,223175.5670465,0,0.99371
410,214147.9295914,0,0.99037
411,209643.3415769,0,0.98429
412,209306.4205472,0,0.97188
413,214175.6217308,0,0.9326
414,226747.8530333,0,0.82715
415,253793.8425462,0,0.62052
416,285381.342926,0,0.36018
417,298788.9537681,0,0.22249
418,302582.7768704,0.073828,0.19643
419,304968.9162182,0.1756,0.11004
420,310553.4976705,0.2285,0.1088
421,309251.9671172,0.2317,0.19864
422,307784.2837272,0.18315,0.15331
423,303035.0818145,0.11281,0.085065
424,300118.1764609,0.043162,0.12235
425,298645.8777144,0.00017489,0.33257
426,311245.8011563,0,0.5732
427,316941.1511664,0,0.69382
428,311836.5667976,0,0.76668
429,296564.3519003,0,0.85104
430,284222.8884264,0,0.91486
431,275758.324473,0,0.93142
432,254167.6864285,0,0.90007
433,237880.0930854,0,0.87802
434,229553.9898292,0,0.90783
435,226350.9323681,0,0.92705
436,226410.9320036,0,0.93795
437,231252.4410478,0,0.94272
438,241756.992606,0,0.93711
439,270072.2051762,0,0.91877
440,301392.0148748,0,0.89093
441,313031.9441498,0,0.85347
442,312990.4059406,0.098843,0.81949
443,315311.9302964,0.2117,0.81067
444,317527.301451,0.24839,0.83933
445,315519.6213421,0.22112,0.85515
446,312727.330616,0.19697,0.86576
447,307955.0519204,0.14278,0.83231
448,306238.1392755,0.070014,0.76946
449,305282.7604651,0.0028785,0.69714
450,317130.3807858,0,0.6428
451,322470.3483398,0,0.65468
452,318321.1427814,0,0.71986
453,301535.0909285,0,0.78958
454,288459.7857596,0,0.87624
455,278799.8444541,0,0.95262
456,258206.1234291,0,0.98573
457,242827.7553307,0,0.99518
458,234732.4199032,0,0.99749
459,229230.9148692,0,0.99735
460,229304.7605743,0,0.99765
461,233061.660824,0,0.99831
462,242929.2931753,0,0.99845
463,270976.8150643,0,0.99845
464,303288.9264259,0,0.99851
465,313378.0958927,0,0.99853
466,313082.7130721,0.085616,0.9985
467,314107.3222311,0.15548,0.9984
468,315602.6977604,0.14604,0.99828
469,312404.2556559,0.080527,0.99817
470,309671.9645652,0.063467,0.99809
471,306048.9096561,0.03865,0.99795
472,304821.2248079,0.014077,0.99763
473,304816.6094513,0,0.99722
474,318385.7577735,0,0.99663
475,325954.9425518,0,0.99556
476,320508.8217966,0,0.99526
477,305001.2237142,0,0.99594
478,289170.5506717,0,0.99659
479,280341.3735492,0,0.99742
480,261575.3337268,0,0.99803
481,246847.7309051,0,0.9985
482,237977.0155734,0,0.99854
483,233555.5039773,0,0.99823
484,232373.9726948,0,0.99786
485,234944.7263055,0,0.99718
486,244821.5893699,0,0.99596
487,271479.8889307,0,0.99369
488,304082.7677564,0,0.99015
489,313493.479807,0,0.9847
490,312321.1792376,0.10665,0.9822
491,312468.870648,0.20835,0.98227
492,317019.6122281,0.23085,0.98238
493,315907.3112942,0.18924,0.98236
494,314015.0150996,0.18514,0.98138
495,311038.1101106,0.14878,0.98149
496,308661.2014759,0.083322,0.98526
497,307031.980606,0.0045477,0.98561
498,318658.0638112,0,0.98665
499,324113.4152795,0,0.98868
500,320227.2850457,0,0.99067
